name,sex,birthclan,birthdate,mothergenetic,mothersocial,father,litterdominance,DNA,litterdominancegenetic,name2,deathconfirmed,deathcause,comments,resident
F-111,2,F,2003-10-01,F-004,F-096,L-083,,TRUE,2,,,,initially thought that this is cub of F-096 because it su from F-096; genetics show that it is cub of F-004,native
F-112,1,F,2004-01-13,F-002,F-002,L-093,,TRUE,,,,,,native
F-113,1,F,2004-07-13,F-006,F-006,L-089,,TRUE,,,,,,native
F-114,2,F,2004-03-06,F-048,F-048,A-100,1,TRUE,1,,,,,native
F-115,1,F,2004-03-06,F-048,F-048,A-100,2,TRUE,2,,,,,native
F-116,1,F,2005-05-10,F-094,F-094,A-125,,TRUE,,,,starvation,starved after mother died,native
F-117,1,F,2005-06-03,F-097,F-097,L-093,1,TRUE,1,,,,"were unsure about mother (alternative could have been F-006), but genetics confirmed our suspected mother. Sex to be checked with genetics - thought to be female but genetics confirmed it to be a male. Could have been su by F-006",native
F-118,2,F,2005-06-26,F-008,F-008,A-125,1,TRUE,1,,,,,native
F-119,1,F,2005-06-26,F-008,F-008,A-125,2,TRUE,2,,,,,native
F-120,1,F,2005-06-03,F-097,F-097,L-093,2,TRUE,2,F-shy,,,"thought to be son of F-006, but is son of F-097 according to genetics, could have been su by F-006",native
F-121,1,F,2005-07-07,F-006,F-006,,1,FALSE,1,,,,,native
F-122,,F,2005-11-15,F-105,F-105,,1,FALSE,1,F-121b,,starvation,starved after mother died,native
F-123,1,F,2005-11-15,F-105,F-105,,2,FALSE,2,,,starvation,starved after mother died,native
F-124,2,F,2006-02-15,F-096,F-096,A-123,1,TRUE,1,,,,,native
F-125,,F,2006-02-15,F-096,F-096,,2,FALSE,2,,,,,native
F-126,2,F,2006-11-01,F-099,F-099,A-123,1,TRUE,1,,,,,native
F-127,,F,2006-11-01,F-099,F-099,,2,FALSE,2,,,,,native
F-128,1,F,2006-12-15,F-007,F-007,L-082,,TRUE,,,,,,native
F-129,2,F,2007-05-28,F-006,F-006,L-082,,TRUE,,,,,,native
F-130,2,F,2007-08-25,F-097,F-097,A-118,,TRUE,,,,,,native
F-131,2,F,2007-10-25,F-114,F-114,,,FALSE,,,,,,native
F-132,1,F,2007-11-15,F-111,F-111,A-124,,TRUE,,dark,,,,native
F-133,1,F,2007-12-10,F-099,F-099,A-142,1,TRUE,1,orange,,,,native
F-134,1,F,2007-12-10,F-099,F-099,,2,FALSE,2,,,,,native
F-135,1,F,2007-12-15,F-104,F-104,A-142,,TRUE,,,,,must be cub of F-104 as on 081110 stays very close to F-104 all the time,native
F-136,2,F,2007-12-27,F-107,F-107,A-142,,TRUE,,"nice, Utuliva",,,,native
F-137,2,F,2008-01-07,F-103,F-103,A-125,,TRUE,,,,,,native
F-138,2,F,2008-02-15,F-007,F-007,L-082,1,TRUE,1,,,,,native
F-139,1,F,2008-02-15,F-007,F-007,L-082,2,TRUE,2,,,,,native
F-140,1,F,2008-11-10,F-006,F-006,A-123,,TRUE,,Fenrir,,,,native
F-141,1,F,2008-12-20,F-109,F-109,A-124,,TRUE,,,,,,native
F-142,2,F,2009-01-05,F-097,F-097,A-138,1,TRUE,1,,,,,native
F-143,2,F,2009-01-05,F-097,F-097,A-123,2,TRUE,2,,,,,native
F-144,2,F,2009-03-05,F-099,F-099,A-123,1,TRUE,1,,,,,native
F-145,1,F,2009-03-05,F-099,F-099,A-123,2,TRUE,2,,,,,native
F-146,1,F,2009-04-27,F-107,F-107,A-123,1,TRUE,1,Mshindi,,,,native
F-147,1,F,2009-04-27,F-107,F-107,A-123,2,TRUE,2,,,,,native
F-148,1,F,2009-03-25,F-114,F-114,A-185,,TRUE,,,,,,native
F-149,2,F,2009-06-19,F-007,F-118,A-123,1,TRUE,,,,,reared by F-118,native
F-150,,F,2009-07-03,F-118,F-118,,2,FALSE,1,,,,formula not used because gave wrong value,native
F-151,,F,2009-07-03,F-118,F-118,,3,FALSE,2,,,,formula not used because gave wrong value,native
F-152,2,F,2009-07-17,F-104,F-104,A-138,,TRUE,,,,,seen last 111010 but gave birth to cubs 130330 and reared one cub of this litter,native
F-153,2,F,2009-11-05,F-103,F-103,A-199,,TRUE,,,,,,native
F-154,1,F,2010-03-25,F-099,F-099,A-123,,TRUE,,,,,,native
F-155,2,F,2010-05-02,F-006,F-006,A-142,,TRUE,,,,,,native
F-156,1,F,2010-05-10,F-109,F-109,,,TRUE,,,,,,native
F-157,2,F,2010-08-14,F-097,F-097,A-138,1,TRUE,1,,,,,native
F-158,1,F,2010-08-14,F-097,F-097,A-138,2,TRUE,2,,,,,native
F-159,2,F,2010-10-14,F-007,F-007,A-166,1,TRUE,1,,,,,native
F-160,1,F,2010-10-14,F-007,F-007,A-124,2,TRUE,2,,,,,native
F-161,2,F,2010-11-03,F-129,F-129,A-198,1,TRUE,1,Oshosi,,,,native
F-162,1,F,2010-11-03,F-129,F-129,A-198,2,TRUE,2,,,,,native
F-163,2,F,2010-12-30,F-118,F-118,A-199,1,TRUE,1,,,,formula not used because gave wrong value,native
F-164,1,F,2010-12-30,F-118,F-118,A-199,2,TRUE,2,,,,formula not used because gave wrong value,native
F-165,2,F,2011-01-17,F-103,F-103,A-142,1,TRUE,1,,,,,native
F-166,,F,2011-01-17,F-103,F-103,,2,FALSE,2,,,,,native
F-167,1,F,2011-02-19,F-126,F-126,A-142,1,TRUE,1,,,,,native
F-168,2,F,2011-02-19,F-126,F-126,A-166,2,TRUE,2,,,,,native
F-169,2,F,2011-03-02,F-107,F-107,A-124,1,TRUE,1,,,,mother derived from genetic data (not seen suckling),native
F-170,1,F,2011-03-02,F-107,F-107,A-124,2,TRUE,2,,,,mother derived from genetic data (not seen suckling),native
F-171,2,F,2011-05-04,F-099,F-099,A-123,1,TRUE,1,,,,mother derived from genetic data (not seen suckling),native
F-172,2,F,2011-05-04,F-099,F-099,A-123,2,TRUE,2,,,,mother derived from genetic data (not seen suckling),native
F-173,2,F,2011-05-28,F-136,F-136,A-166,1,TRUE,1,Kidoti,,,mother derived from genetic data (not seen suckling),native
F-174,1,F,2011-05-28,F-136,F-136,A-166,2,TRUE,2,,,,mother derived from genetic data (not seen suckling),native
F-175,1,F,2011-09-14,F-138,F-138,,1,FALSE,1,,,,,native
F-176,1,F,2011-09-14,F-138,F-138,A-185,2,TRUE,2,,,,,native
F-177,2,F,2011-12-27,F-006,F-006,A-210,,TRUE,,,,,mother derived from genetic data (not seen suckling),native
F-178,2,F,2012-01-28,F-109,F-109,A-142,1,TRUE,1,,,,mother derived from genetic data (not seen suckling),native
F-179,1,F,2012-02-05,F-130,F-130,A-142,,TRUE,,,,,probably starved to death after mother disappeared,native
F-180,2,F,2012-01-28,F-109,F-109,A-142,2,TRUE,2,,,,,native
F-181,2,F,2012-04-27,F-129,F-129,A-123,1,TRUE,1,,,,,native
F-182,1,F,2012-04-27,F-129,F-129,A-142,2,TRUE,2,,,,,native
F-183,1,F,2012-05-22,F-097,F-097,A-124,1,TRUE,1,,,,,native
F-184,1,F,2012-05-22,F-097,F-097,A-124,2,TRUE,2,,,,,native
F-185,1,F,2012-07-02,F-007,F-007,F-145,,TRUE,,,,,,native
F-186,1,F,2012-07-24,F-136,F-136,A-199,1,TRUE,1,,,,,native
F-187,,F,2012-07-24,F-136,F-136,,2,FALSE,2,,,,,native
F-188,,F,2013-01-04,F-138,F-138,,,FALSE,,,,,,native
F-189,2,F,2013-02-02,F-144,F-144,T-116,,TRUE,,,,,,native
F-190,1,F,2013-02-15,F-107,F-107,A-199,1,TRUE,1,,,,mother derived from genetic + behavioural data (not seen suckling),native
F-191,2,F,2013-02-15,F-107,F-107,A-199,2,TRUE,2,,,,mother derived from genetic + behavioural data (not seen suckling),native
F-192,2,F,2013-02-15,F-107,F-107,S-087,3,TRUE,3,,,,mother derived from genetic + behavioural data (not seen suckling),native
F-193,2,F,2013-03-30,F-152,F-152,,1,FALSE,1,,,,,native
F-194,2,F,2013-03-30,F-152,F-152,T-116,2,TRUE,2,,,,,native
F-195,2,F,2013-04-15,F-099,F-099,F-140,,TRUE,,light,,,,native
F-196,1,F,2013-05-04,F-169,F-169,,,FALSE,,milky-eye,,,,native
F-197,2,F,2013-07-18,F-126,F-126,A-124,1,TRUE,1,,,,,native
F-198,2,F,2013-07-18,F-126,F-126,A-124,2,TRUE,2,,,,,native
F-199,2,F,2013-08-21,F-137,F-137,A-210,,TRUE,,,,,,native
F-200,1,F,2013-10-28,F-129,F-129,A-185,,TRUE,,,,,mother derived from genetic + behavioural data (not seen suckling),native
F-201,2,F,2013-10-15,F-136,F-136,A-185,1,TRUE,1,,,,,native
F-202,1,F,2013-10-15,F-136,F-136,A-185,2,TRUE,2,,,,,native
F-203,,F,2014-03-12,F-159,F-159,,,FALSE,,,,,,native
F-204,2,F,2014-03-22,F-107,F-107,F-145,,TRUE,,Makhani,,,,native
F-205,2,F,2014-05-17,F-138,F-138,,,FALSE,,,,,,native
F-206,2,F,2014-04-16,,,,1,FALSE,1,,,,not sure these are twins,native
F-207,2,F,2014-04-16,,,,2,FALSE,2,,,,not sure these are twins,native
F-208,1,F,2014-10-10,F-142,F-142,,1,TRUE,1,Mohenjo,,,,native
F-209,1,F,2014-10-10,F-142,F-142,,2,TRUE,2,Daro,,,mother derived from genetic + behavioural data (not seen suckling),native
F-210,1,F,2014-10-28,F-173,F-173,M-298,,TRUE,,,,,,native
F-211,1,F,2014-11-23,F-144,F-144,A-185,,TRUE,,"X-125, F-jaw",2018-07-15,,,native
F-212,2,F,2015-04-04,F-169,F-169,M-301,1,TRUE,1,,,,,native
F-214,1,F,2015-04-04,F-169,F-169,T-116,2,TRUE,2,Viazi,,,,native
F-215,2,F,2015-08-23,F-136,F-136,M-298,1,TRUE,1,F-217,,,,native
F-216,,F,2015-08-23,F-136,F-136,,2,FALSE,2,,,,,native
F-217,2,F,2015-07-14,F-142,F-142,A-185,,TRUE,,"X-124, F-shy",,,,native
F-218,2,F,2015-08-16,F-130,F-130,,,FALSE,,,,,,native
F-219,1,F,2015-08-10,F-097,F-097,T-116,,TRUE,,,,,,native
F-220,2,F,2015-09-08,F-157,F-157,T-116,,TRUE,,,,,,native
F-221,1,F,2016-01-23,F-173,F-173,M-301,1,TRUE,1,Brennus,,,,native
F-222,2,F,2016-01-23,F-173,F-173,M-301,2,TRUE,2,Vaussure,,,,native
F-223,,F,2016-03-24,F-177,F-177,,,TRUE,,,,,,native
F-224,1,F,2016-03-03,F-192,F-192,M-298,,TRUE,,Kiazi,,,,native
F-225,1,F,2016-01-25,F-138,F-138,A-199,,TRUE,,,,,,native
F-226,2,F,2016-04-17,F-099,F-099,A-124,1,TRUE,1,,,,look very different - must be mixed paternity,native
F-227,2,F,2016-04-17,F-099,F-099,A-124,2,TRUE,2,,,,look very different - must be mixed paternity,native
F-228,1,F,2016-03-16,F-144,F-144,A-185,1,TRUE,1,Tulivu,,,,native
F-229,2,F,2016-03-02,F-168,F-189,M-301,,TRUE,,,,,,native
F-230,1,F,2016-03-16,F-144,F-144,A-185,2,TRUE,2,,,,,native
F-231,2,F,2016-02-18,F-107,F-107,X-091,1,TRUE,1,Saranda,,,,native
F-232,1,F,2016-02-18,F-107,F-107,X-091,2,TRUE,2,Meherbaan,,,,native
F-233,1,F,2016-03-25,F-171,F-171,M-301,,TRUE,,Kibali,,,,native
F-234,1,F,2016-04-14,F-161,F-161,M-301,,TRUE,,,,,,native
F-235,1,F,2016-06-07,F-204,F-204,T-143,,TRUE,,Upinde,,,mother probably F-204 (licked F-235),native
F-236,1,F,2016-06-15,F-142,F-142,,,FALSE,,,,,,native
F-237,1,F,2016-07-12,,,,,FALSE,,,,,,native
F-238,,F,2016-09-01,F-157,F-157,,1,FALSE,1,,,,,native
F-239,1,F,2016-09-01,F-157,F-157,,2,FALSE,2,,,,,native
F-240,2,F,2016-10-11,F-159,F-159,M-298,,TRUE,,,,,,native
F-241,1,F,2016-10-16,F-191,F-191,M-298,1,TRUE,1,Vivu,,,,native
F-242,2,F,2016-10-16,F-191,F-191,M-298,2,TRUE,2,,,,,native
F-243,2,F,2016-11-02,F-130,F-130,,,FALSE,,,,,,native
F-244,1,F,2016-11-18,F-181,F-181,M-301,,TRUE,,F3,,,,native
F-245,1,F,2016-11-22,,,,,FALSE,,F1,,,,native
F-246,2,F,2016-12-03,F-138,F-138,,1,FALSE,1,F2,,,,native
F-247,1,F,2016-12-03,F-138,F-138,M-298,2,TRUE,2,F4,,,,native
F-248,1,F,2017-03-12,F-169,F-169,T-143,,TRUE,3,"Shanti, F6",,,SU 5x by F-169,native
F-249,2,F,2017-03-16,F-192,F-192,T-116,,TRUE,,F5,,,,native
F-250,1,F,2017-03-12,F-169,F-107,T-143,2,TRUE,2,F7,,,SU 12x by F-107,native
F-251,,F,2017-04-22,F-171,F-171,,1,FALSE,1,,,,,native
F-252,1,F,2017-04-22,F-171,F-171,A-185,2,TRUE,2,Intezaar,,,,native
F-253,2,F,2017-03-12,F-169,F-107,T-143,1,TRUE,1,Maurya,,,SU 1x by F-169 and 2x by F-107,native
F-254,2,F,2017-04-18,F-173,F-173,M-298,2,TRUE,2,,,,,native
F-255,2,F,2017-04-18,F-173,F-173,M-298,1,TRUE,1,Ahadi,,,,native
F-256,1,F,2017-05-19,F-201,F-201,F-183,,TRUE,,,,,,native
F-257,1,F,2017-01-15,F-157,F-157,T-116,,TRUE,,,,,,native
F-258,1,F,2017-03-18,F-195,F-195,M-298,,TRUE,,F-male,,,,native
F-259,1,F,2017-05-16,F-204,F-204,F-140,,TRUE,,Murgh,,,,native
F-260,1,F,2017-08-03,F-144,F-144,A-185,1,TRUE,1,Teesri,,,darker but dominant,native
F-261,1,F,2017-08-03,F-144,F-144,,2,FALSE,2,,,,,native
F-262,2,F,2017-10-09,F-199,F-199,S-174,2,TRUE,2,Kishmish,,,,native
F-263,2,F,2017-10-09,F-199,F-199,,1,FALSE,1,,,,,native
F-264,1,F,2017-12-19,F-161,F-161,A-307,,TRUE,,"F_unknownspotty, Chauvet",,,,native
F-265,2,F,2018-01-12,F-212,F-159,A-307,1,TRUE,,,,,,native
F-266,1,F,2018-01-12,F-159,F-159,,2,FALSE,,,,,,native
F-267,2,F,2018-01-25,F-191,F-191,M-301,,TRUE,,F-small,,,,native
F-268,2,F,2018-01-02,F-168,F-168,M-298,,TRUE,,Kaju,,,,native
F-269,2,F,2018-03-11,F-138,F-138,M-298,,TRUE,,"F-spotty, FCub4, F-enigma",,,"may not be same cub as ""FCub4"" and therefore not the cub of F-099. Seen suckling from F-138",native
F-270,,F,2017-12-28,,,,,FALSE,,F-New,,,,native
F-271,1,F,2018-08-08,F-192,F-192,A-307,,TRUE,,F-New,,,,native
F-272,1,F,2018-10-09,F-204,F-204,,,FALSE,,F-Brown,,,,native
F-273,1,F,2018-12-07,F-231,F-231,A-380,1,TRUE,1,,,,,native
F-274,2,F,2018-12-07,F-231,F-231,A-380,2,TRUE,2,,,,,native
F-275,2,F,2018-12-02,F-107,F-107,F-208,,TRUE,,,,,,native
F-276,2,F,2019-01-25,F-169,F-169,S-174,1,TRUE,1,F-169_cub1,,,,native
F-277,1,F,2019-01-25,F-169,F-169,S-174,2,TRUE,2,F-169_cub2,,,,native
F-278,2,F,2019-02-11,F-157,F-157,S-174,,TRUE,,Wildcard,,,,native
F-279,2,F,2019-02-25,F-212,F-212,S-174,1,TRUE,1,F-212_cub1,,,,native
F-280,1,F,2019-02-25,F-212,F-212,,2,TRUE,2,F-212_cub2,,,,native
F-281,1,F,2019-03-13,F-191,F-191,F-233,,TRUE,,Lightface,,,,native
F-282,2,F,2019-04-04,F-173,F-173,X-091,,TRUE,,"F-173_cub, F-173_cub1",,,,native
F-283,1,F,2019-04-23,F-181,F-181,S-174,,TRUE,,"F-181_cub1, F-Whooper",,,,native
F-284,1,F,2019-05-03,F-199,F-199,S-174,1,TRUE,1,"F-199_cub1, F-Hook",,,,native
F-285,,F,2019-05-03,F-199,F-199,,2,FALSE,2,F-199_cub2,,,,native
F-286,2,F,2019-05-10,F-161,F-161,T-143,1,TRUE,1,"F-161_cub1, F-dark",,,,native
F-287,2,F,2019-05-10,F-161,F-161,T-143,2,TRUE,2,"F-161_cub2, F-Girl",,,,native
F-288,1,F,2019-06-21,F-204,F-204,F-140,1,TRUE,1,"F-204_cub1, F-Crescent",,,,native
F-289,1,F,2019-06-21,F-204,F-204,,2,FALSE,2,"F-204_cub2, F-Rat",,,,native
F-290,2,F,2019-06-10,F-195,F-195,S-174,,TRUE,,F-Pi,,,,native
F-291,2,F,2019-10-28,F-159,F-159,,,FALSE,,F-159_cub1,,,,native
F-292,1,F,2020-01-16,F-168,F-168,A-377,1,TRUE,1,F-168_cub1,,,,native
F-293,1,F,2020-01-16,F-168,F-168,A-377,2,TRUE,2,F-168_cub2,,,,native
F-294,1,F,2020-01-22,F-138,F-138,T-116,,TRUE,,F-138_cub1,,,,native
F-295,2,F,2020-02-04,F-107,F-107,F-233,,TRUE,,F-107_cub1,,,,native
F-296,2,F,2020-05-10,F-215,F-215,,1,FALSE,1,"F-215_female1, F-wart, F-305",,,,native
F-297,2,F,2020-05-10,F-215,F-215,X-091,2,TRUE,2,F-215_female2,,,,native
F-298,1,F,2020-05-27,F-191,F-191,F-233,,TRUE,,F-male1,,,,native
F-299,2,F,2020-06-05,F-231,F-231,F-208,1,TRUE,1,F-female3,,,,native
F-300,1,F,2020-06-05,F-231,F-231,F-208,2,TRUE,2,F-male2,,,,native
F-301,1,F,2020-06-10,,,,,FALSE,,F-male3,,,,native
F-302,,F,2020-08-12,,,,,FALSE,,F-notch,,,,native
F-303,,F,2020-12-11,F-173,F-173,,1,FALSE,1,,,,,native
F-304,,F,2020-12-11,F-173,F-173,,2,FALSE,2,,,,,native
F-305,1,F,2021-02-28,,,,,FALSE,,F-big_unknown,,,,native
F-306,2,F,2021-04-25,F-212,F-212,,1,TRUE,1,F-212_cub1,,,,native
F-307,2,F,2021-04-25,F-212,F-212,T-143,2,TRUE,2,F-212_cub2,,,,native
F-308,1,F,2021-05-16,F-159,F-159,N-254,,TRUE,,F-159_male1,,,,native
F-309,2,F,2021-06-25,F-222,F-222,,,FALSE,,F-222_cub1,,,,native
F-310,,F,2021-08-15,,,,1,FALSE,1,F-calm,,,,native
F-311,1,F,2021-08-15,,,,2,FALSE,2,F-light_male,,,,native
F-312,1,F,2021-08-03,F-220,F-220,N-254,,TRUE,,F-220_first_born,,,,native
F-313,2,F,2021-12-06,F-254,F-254,,1,TRUE,1,F-spotty1,,,,native
F-314,1,F,2021-12-06,F-254,F-254,A-377,2,TRUE,2,F-spotty2,,,,native
F-315,1,F,2021-12-19,F-240,F-240,,,TRUE,,F-grey face,,,,native
F-316,2,F,2022-01-03,F-204,F-204,,1,FALSE,1,F-204_cub1,,,,native
F-317,,F,2022-01-03,F-204,F-204,,2,FALSE,2,F-204_cub2,,,,native
F-318,2,F,2021-07-09,F-161,F-161,,1,FALSE,1,F-fine spots,,,,native
F-319,2,F,2021-07-09,F-161,F-161,,2,FALSE,2,,,,,native
F-320,1,F,2021-08-28,,,,,FALSE,,F-slim,,,,native
F-321,,F,2022-03-14,F-265,F-265,,,FALSE,,F-265_cub1,,,,native
F-322,1,F,2022-06-16,F-269,F-269,A-377,,TRUE,,F-269_cub,,,,native
F-323,2,F,2022-02-15,F-173,F-173,,1,TRUE,1,"F-173_cub1?, F-chewy",,,,native
F-324,,F,2022-02-15,F-173,F-173,N-254,2,TRUE,2,F-173_cub2?,,,,native
F-325,2,F,2022-08-25,F-159,F-159,,,FALSE,,F-dot,,,,native
F-326,1,F,2022-11-14,F-222,F-222,,,FALSE,,F-222_cub1,,,,native
F-327,,F,2023-03-07,F-212,F-212,,,FALSE,,F-212_cub1?,,,,native
F-328,,F,2023-09-26,F-161,F-161,,,TRUE,,F-161_cub1?,,,,native
F-329,,F,2023-07-14,,,,,FALSE,,F-strip,,,,native
F-330,,F,2023-07-29,F-168,F-168,,,TRUE,,F-liny,,,,native
F-331,,F,2023-11-25,F-269,F-269,,1,TRUE,1,F-269_cub1,,,,native
F-332,,F,2023-11-25,F-269,F-269,,2,TRUE,2,F-269_cub2,,,,native
F-333,1,F,2023-12-18,F-265,F-265,,1,FALSE,1,F-265_cub1,,,,native
F-334,1,F,2023-12-18,F-265,F-265,,2,FALSE,2,F-265_cub2?,,,,native
F-335,,F,2024-03-15,F-217,F-217,,,TRUE,,F-217_cub?,,,,native
F-336,2,F,2024-03-15,F-217,F-217,,,TRUE,,F-slim_cub,,,,native
F-337,,F,2024-12-09,F-240,F-240,,,FALSE,,F-grey face,,,,native
L-001,2,L,1980-04-14,,,,,TRUE,,Wimbi,,,,native
L-002,2,L,1988-04-14,L-007,L-007,,,TRUE,,Misuli,,,,native
L-003,2,L,1979-04-14,,,,,FALSE,,Pipa,,,,native
L-004,2,L,1994-01-08,L-007,L-007,L-042,1,TRUE,1,Sumbua,,,,native
L-005,2,L,1986-04-14,L-007,L-007,,,TRUE,,Kidonda,,disease,"very thin, breathing slowly when seen last",native
L-006,2,L,1991-04-14,,,,,FALSE,,,,,,native
L-007,2,L,1981-04-14,,,,,TRUE,,Kimia,1996-09-05,lions,,native
L-008,2,L,1990-04-14,L-007,L-007,,,TRUE,,Sokota,,,,native
L-009,2,L,1990-04-15,L-005,L-005,,,TRUE,,Beba,,,,native
L-010,2,L,1994-06-14,,,,,TRUE,,Pacha,,,,native
L-011,2,L,1994-03-14,L-001,L-001,,,TRUE,,Zingia,,,,native
L-012,2,L,1987-04-14,L-001,L-001,,,TRUE,,Ujanja,,,,native
L-013,2,L,1994-04-14,L-002,L-002,L-043,,TRUE,,Milia,,,,native
L-014,2,L,1994-01-14,,,,,TRUE,,Shinda,,disease,streptococcus,native
L-015,2,L,1994-04-15,,,,,TRUE,,Nadra,,,,native
L-040,1,X,1991-04-14,,,,,TRUE,,Watatu,,,,founder
L-041,1,X,1989-04-14,,,,,TRUE,,Tamani,,,,founder
L-042,1,X,1987-04-14,,,,,TRUE,,Fowadi,,,,founder
L-043,1,X,1990-04-14,,,,,TRUE,,Askari,1996-07-30,buffalo,prob killed by buffalo,founder
L-044,1,L,1994-01-08,L-007,L-007,L-042,2,TRUE,2,Refu,,,,native
L-045,1,L,1994-01-09,L-008,L-008,,,TRUE,,Tope,,,,native
L-046,1,L,1995-01-08,,,,,TRUE,,Tiririka,,,,native
L-047,1,X,1991-04-14,,,,,TRUE,,Mchango,,,,founder
L-048,1,X,1992-04-14,,,,,FALSE,,,,,,founder
L-049,1,L,1995-04-08,,,,,FALSE,,,,,,native
L-080,1,L,1996-05-18,L-001,L-001,,1,FALSE,1,Cili,,,,native
L-081,1,L,1996-05-18,L-001,L-001,,2,FALSE,2,Chuchu,,,,native
L-082,1,L,1995-09-08,L-002,L-002,L-043,,TRUE,,Jicho,,,,native
L-083,1,L,1995-09-09,L-005,L-005,L-043,,TRUE,,Chuvi,,,,native
L-084,2,L,1996-05-12,L-012,L-012,L-042,2,TRUE,2,Panya,,,"larger, first dom, then sub",native
L-085,2,L,1996-05-12,L-012,L-012,,1,FALSE,1,Tigra,,,"first sub, then dom",native
L-086,1,L,1996-05-27,L-008,L-008,L-047,1,TRUE,1,Nusu,,,,native
L-087,2,L,1996-05-27,L-008,L-008,L-047,2,TRUE,2,Lea,,,,native
L-088,2,L,1995-07-08,L-007,L-007,L-043,,TRUE,,Mafuta,,,,native
L-089,1,L,1995-08-08,L-003,L-003,L-043,,TRUE,,Peke,,,,native
L-090,1,L,1996-06-10,L-004,L-004,L-047,,TRUE,,Epesi,,,,native
L-091,,L,1996-06-26,L-006,L-006,,1,FALSE,1,,,starvation,starved after mother died,native
L-092,,L,1996-06-26,L-006,L-006,,2,FALSE,2,,,starvation,starved after mother died,native
L-093,1,L,1996-06-05,L-009,L-009,L-041,,TRUE,,Donge,,,,native
L-094,2,L,1997-02-04,L-014,L-014,L-042,,TRUE,,Viazi,,,,native
L-095,1,L,1997-02-26,L-013,L-013,L-047,,TRUE,,Richard,,,,native
L-096,2,L,1997-04-07,L-002,L-002,L-047,1,TRUE,1,Dada,,,,native
L-097,2,L,1997-04-07,L-002,L-002,L-041,2,TRUE,2,Pumsika,1998-09-11,lions,,native
L-098,,L,1997-04-14,L-011,L-011,,,FALSE,,,,,,native
L-099,1,L,1997-04-10,L-015,L-015,L-047,1,TRUE,1,,1997-07-04,infanticide,infanticide by L-005,native
L-100,1,L,1997-04-10,L-015,L-015,L-047,2,TRUE,2,Dadu,,,,native
L-101,2,L,1997-05-01,L-004,L-004,L-040,1,TRUE,1,Swala,,,,native
L-102,2,L,1997-05-01,L-004,L-004,L-040,2,TRUE,2,Tungana,,,,native
L-103,,L,1997-06-16,L-005,L-005,,1,FALSE,1,,,,,native
L-104,,L,1997-06-16,L-005,L-005,,2,FALSE,2,,,,,native
L-105,2,L,1997-11-17,L-008,L-008,L-040,1,TRUE,1,"Niuma, X-045",2005-06-08,vehicle collision,"dead hy found by rangers next to road close to hippo pool on 2005-06-08. When they found it, the intestines had already been eaten. Dried out skin and hair left, several pieces found on 2005-06-14",native
L-106,1,L,1997-11-17,L-008,L-008,L-040,2,TRUE,2,Dubu,,,,native
L-107,1,L,1998-01-04,L-011,L-011,L-047,,TRUE,,Zabibu,,,,native
L-108,1,L,1997-12-31,L-005,L-005,L-042,1,TRUE,1,Sabuni,,,,native
L-109,1,L,1997-12-31,L-005,L-005,L-042,2,TRUE,2,Kitimbi,,,,native
L-110,2,L,1997-12-27,L-010,L-010,,,FALSE,,,,,,native
L-111,1,L,1998-04-18,L-088,L-088,L-047,1,TRUE,,Meregesh,,,,native
L-112,2,L,1998-04-24,L-012,L-012,L-042,,TRUE,,Kipepea,,hyenas,head severely injured during intrusion into A/E-terr,native
L-113,,L,1998-04-25,L-001,L-001,,,FALSE,,,,,,native
L-114,2,L,1998-04-19,L-009,L-009,L-040,,TRUE,1,Vinya,,,,native
L-116,1,L,1998-04-19,L-009,L-088,L-040,2,TRUE,2,"Shrink, X-086",2014-02-13,,found dead close to other adult hyena (X-085) close to Munge river,native
L-117,1,L,1998-07-07,L-004,L-004,L-047,1,TRUE,1,Lava,,,,native
L-118,1,L,1998-07-07,L-004,L-004,L-047,2,TRUE,2,Moshi,,,,native
L-119,2,L,1998-07-30,L-010,L-010,L-047,,TRUE,,Pamba,,,,native
L-120,2,L,1998-10-09,L-014,L-014,,1,FALSE,1,Matunda,,,,native
L-121,1,L,1998-10-09,L-014,L-014,L-047,2,TRUE,2,Nyanya,1999-12-17,,,native
L-122,2,L,1999-04-16,L-013,L-013,L-042,1,TRUE,1,Gona,,,,native
L-123,1,L,1999-04-16,L-013,L-013,L-042,2,TRUE,2,Buibui,,,,native
L-124,2,L,1999-05-05,L-008,L-008,L-042,1,TRUE,1,Wali,,,,native
L-125,1,L,1999-05-05,L-008,L-008,L-042,2,TRUE,2,Mchele,,,,native
L-126,1,L,1999-04-27,L-015,L-015,N-043,1,TRUE,1,Fifu,,,,native
L-127,1,L,1999-04-27,L-015,L-015,L-047,2,TRUE,2,Tayo,,,,native
L-128,1,L,1999-05-25,L-002,L-002,M-047,,TRUE,,Pindi,,,,native
L-129,1,L,1999-06-08,L-088,L-088,L-040,,TRUE,,Kimbo,,,,native
L-130,2,L,1999-08-28,L-004,L-004,L-047,1,TRUE,1,Rabanne,,,,native
L-131,1,L,1999-08-28,L-004,L-004,L-047,2,TRUE,2,Paco,,,,native
L-132,2,L,1999-11-20,L-011,L-011,A-041,1,TRUE,1,Tuliza,,,,native
L-133,2,L,1999-11-20,L-011,L-011,A-041,2,TRUE,2,Liwaza,,,,native
L-134,1,L,2000-03-17,L-010,L-010,L-047,,TRUE,,,,,,native
L-135,2,L,2000-04-11,L-102,L-102,M-047,,TRUE,,Tupa,,,,native
