"ID","sex","birthclan","birthdate","mothergenetic","mothersocial","father","litterdominance","DNA","litterdominancegenetic","name2","deathconfirmed","deathcause","comments","date_lastsighting"
"E-283",1,"E",2016-01-12,"E-254","E-254","A-442",1,0,NA,NA,NA,NA,NA,2018-12-12
"E-284",1,"E",2016-01-12,"E-200","E-200","L-214",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-285",1,"E",2016-02-12,"E-179","E-179","S-107",1,0,NA,NA,NA,NA,NA,2021-04-12
"E-286",2,"E",2016-03-12,"E-196","E-196","S-107",1,0,NA,NA,NA,NA,NA,2019-07-12
"E-287",1,"E",2016-05-12,"E-229","E-229","N-239",1,0,NA,NA,NA,NA,NA,2017-06-12
"E-288",1,"E",2016-05-12,"E-229","E-229","N-239",2,0,NA,NA,NA,NA,NA,2018-01-12
"E-289",2,"E",2016-07-12,"E-177","E-177","S-107",1,0,NA,NA,NA,NA,NA,2018-08-12
"E-290",2,"E",2016-10-12,"E-256","E-256","A-442",1,0,NA,NA,NA,NA,NA,2019-02-12
"E-291",2,"E",2016-10-12,"E-246","E-246","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-292",1,"E",2016-10-12,"E-246","E-246","A-442",2,0,NA,NA,NA,NA,NA,2017-08-12
"E-293",2,"E",2016-11-12,"E-171","E-171","S-107",1,0,NA,NA,NA,NA,NA,2020-05-12
"E-294",2,"E",2017-04-12,"E-270","E-270","T-208",1,0,NA,NA,NA,NA,NA,2020-07-12
"E-295",2,"E",2017-05-12,"E-272","E-272","T-208",1,0,NA,NA,NA,NA,NA,2020-02-12
"E-296",2,"E",2017-05-12,"E-254","E-254","A-442",1,0,NA,NA,NA,NA,NA,2017-10-12
"E-297",2,"E",2017-10-12,"E-130","E-130","A-232",1,0,NA,NA,NA,NA,NA,2022-07-12
"E-298",1,"E",2017-10-12,"E-196","E-196","S-107",1,0,NA,NA,NA,NA,NA,2019-01-12
"E-299",1,"E",2017-10-12,"E-196","E-196","S-107",2,0,NA,NA,NA,NA,NA,2018-03-12
"E-300",1,"E",2017-10-12,"E-224","E-224","N-239",1,0,NA,NA,NA,NA,NA,2019-03-12
"E-301",2,"E",2017-12-12,"E-279","E-279","T-208",1,0,NA,NA,NA,NA,NA,2018-11-12
"E-302",2,"E",2017-12-12,"E-281","E-281","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-303",1,"E",2018-04-12,"E-171","E-171","S-107",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-304",1,"E",2018-08-12,"E-281","E-281","T-208",1,0,NA,NA,NA,NA,NA,2019-07-12
"E-305",2,"E",2018-09-12,"E-179","E-179","A-304",1,0,NA,NA,NA,NA,NA,2020-07-12
"E-306",1,"E",2018-09-12,"E-177","E-177","A-304",1,0,NA,NA,NA,NA,NA,2019-05-12
"E-307",1,"E",2018-10-12,"E-130","E-130","A-232",1,0,NA,NA,NA,NA,NA,2019-03-12
"E-308",1,"E",2018-12-12,"E-246","E-246","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-309",2,"E",2019-01-12,"E-279","E-279","T-208",1,0,NA,NA,NA,NA,NA,2022-06-12
"E-310",2,"E",2019-01-12,"E-279","E-279","T-208",2,0,NA,NA,NA,NA,NA,2022-05-12
"E-311",1,"E",2019-06-12,"E-177","E-177","A-304",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-312",2,"E",2019-09-12,"E-281","E-281","T-208",1,0,NA,NA,NA,NA,NA,2020-06-12
"E-313",1,"E",2019-09-12,"E-196","E-196","A-304",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-314",2,"E",2019-10-12,"E-297","E-297","M-456",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-315",2,"E",2019-10-12,"E-254","E-254","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-316",2,"E",2019-11-12,"E-295","E-295","M-456",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-317",2,"E",2019-12-12,"E-291","E-291","F-260",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-318",1,"E",2020-02-12,"E-130","E-130","N-153",1,0,NA,NA,NA,NA,NA,2021-07-12
"E-319",2,"E",2020-02-12,"E-179","E-179","A-304",1,0,NA,NA,NA,NA,NA,2022-08-12
"E-320",2,"E",2020-02-12,"E-179","E-179","A-304",2,0,NA,NA,NA,NA,NA,2020-08-12
"E-321",2,"E",2020-02-12,"E-256","E-256","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-322",2,"E",2020-03-12,"E-294","E-294","F-260",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-323",1,"E",2020-03-12,"E-275","E-275","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-324",1,"E",2020-03-12,"E-279","E-279","T-208",1,0,NA,NA,NA,NA,NA,2020-11-12
"E-325",1,"E",2020-06-12,"E-246","E-246","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-326",2,"E",2020-06-12,"E-246","E-246","A-442",2,0,NA,NA,NA,NA,NA,2022-12-12
"E-327",1,"E",2020-11-12,"E-291","E-291","F-260",1,0,NA,NA,NA,NA,NA,2022-05-12
"E-328",1,"E",2020-11-12,"E-281","E-281","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-329",2,"E",2020-11-12,"E-179","E-179","N-239",1,0,NA,NA,NA,NA,NA,2021-05-12
"E-330",1,"E",2021-01-12,"E-254","E-254","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-331",2,"E",2021-01-12,"E-254","E-254","A-442",2,0,NA,NA,NA,NA,NA,2022-09-12
"E-332",2,"E",2021-05-12,"E-309","E-309","M-456",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-333",1,"E",2021-05-12,"E-309","E-309","M-456",2,0,NA,NA,NA,NA,NA,2022-12-12
"E-334",1,"E",2021-05-12,"E-297","E-297","M-456",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-335",1,"E",2021-05-12,"E-279","E-279","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-336",1,"E",2021-07-12,"E-179","E-179","N-239",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-337",1,"E",2021-08-12,"E-246","E-246","A-442",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-338",1,"E",2021-08-12,"E-256","E-256","A-442",1,0,NA,NA,NA,NA,NA,2022-01-12
"E-339",1,"E",2021-12-12,"E-314","E-314","A-631",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-340",1,"E",2022-01-12,"E-291","E-291","F-260",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-341",1,"E",2022-01-12,"E-291","E-291","F-260",2,0,NA,NA,NA,NA,NA,2022-12-12
"E-342",2,"E",2022-04-12,"E-179","E-179","F-152",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-343",1,"E",2022-05-12,"E-275","E-275","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-344",1,"E",2022-05-12,"E-275","E-275","T-208",2,0,NA,NA,NA,NA,NA,2022-12-12
"E-345",2,"E",2022-06-12,"E-302","E-302","M-456",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-346",2,"E",2022-06-12,"E-302","E-302","M-456",2,0,NA,NA,NA,NA,NA,2022-12-12
"E-347",2,"E",2022-06-12,"E-322","E-322","M-475",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-348",2,"E",2022-06-12,"E-279","E-279","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-349",1,"E",2022-07-12,"E-297","E-297","M-456",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-350",1,"E",2022-11-12,"E-281","E-281","T-208",1,0,NA,NA,NA,NA,NA,2022-12-12
"E-351",2,"E",2022-12-12,"E-254","E-254","M-378",1,0,NA,NA,NA,NA,NA,2022-12-12
"F-001",2,"F",1988-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1999-10-12
"F-002",2,"F",1992-07-12,"F-001","F-001",NA,1,0,NA,NA,NA,NA,NA,1998-07-12
"F-003",2,"F",1991-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997-04-12
"F-004",2,"F",1990-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996-11-12
"F-005",2,"F",1989-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1999-10-12
"F-006",2,"F",1996-03-11,"F-002","F-002","F-042",1,0,NA,NA,NA,NA,NA,1997-05-12
"F-007",2,"F",1995-01-12,"F-001","F-001",NA,1,0,NA,NA,NA,NA,NA,1997-10-12
"F-008",2,"F",1996-01-12,"F-004","F-004","F-040",1,0,NA,NA,NA,NA,NA,2006-04-12
"F-040",1,"F",1984-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997-07-12
"F-041",1,"F",1988-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2001-10-12
"F-042",1,"F",1992-07-12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2005-02-12
"F-043",1,"F",1989-09-10,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000-02-12
"F-045",1,"F",1995-01-12,"F-001","F-001",NA,2,0,NA,NA,NA,NA,NA,2001-05-12
"F-046",1,"F",1996-05-12,"F-005","F-005","F-042",1,0,NA,NA,NA,NA,NA,2003-11-12
"F-047",2,"F",1996-07-12,"F-001","F-001","F-042",1,0,NA,NA,NA,NA,NA,2008-04-12
"F-048",1,"F",1996-07-12,"F-001","F-001","F-042",2,0,NA,NA,NA,NA,NA,1998-01-12
"F-049",1,"F",1996-12-12,"F-003","F-003","F-042",1,0,NA,NA,NA,NA,NA,2008-06-12
"F-050",2,"F",1996-12-12,"F-003","F-003","F-042",2,0,NA,NA,NA,NA,NA,2012-08-12
"F-051",2,"F",1997-01-12,"F-005","F-005","F-042",1,0,NA,NA,NA,NA,NA,2002-07-12
"F-052",2,"F",1997-01-12,"F-005","F-005","F-042",2,0,NA,NA,NA,NA,NA,2004-06-12
"F-053",2,"F",1997-04-12,"F-002","F-002","A-045",1,0,NA,NA,NA,NA,NA,2004-04-12
"F-054",2,"F",1997-04-12,"F-002","F-002","A-045",2,0,NA,NA,NA,NA,NA,2006-07-12
"F-055",2,"F",1997-09-12,"F-007","F-007","A-045",1,0,NA,NA,NA,NA,NA,2007-05-12
"F-056",2,"F",1997-11-12,"F-001","F-001","F-043",1,0,NA,NA,NA,NA,NA,2015-12-12
"F-057",2,"F",1997-12-12,"F-005","F-005","F-043",1,0,NA,NA,NA,NA,NA,1998-10-12
"F-058",2,"F",1998-02-12,"F-008","F-008","A-045",1,0,NA,NA,NA,NA,NA,1999-02-12
"F-059",1,"F",1998-02-12,"F-002","F-002","A-045",1,0,NA,NA,NA,NA,NA,1998-11-12
"F-060",1,"F",1998-02-12,"F-002","F-002","A-045",2,0,NA,NA,NA,NA,NA,2004-07-12
"F-061",1,"F",1998-09-12,"F-047","F-047","A-045",1,0,NA,NA,NA,NA,NA,2000-04-12
"F-062",2,"F",1998-10-12,"F-001","F-001","F-043",1,0,NA,NA,NA,NA,NA,2007-07-12
"F-063",1,"F",1998-12-12,"F-005","F-005","F-043",1,0,NA,NA,NA,NA,NA,2008-05-12
"F-064",2,"F",1999-02-12,"F-008","F-008","A-045",1,0,NA,NA,NA,NA,NA,2011-01-12
"F-065",2,"F",1999-09-12,"F-005","F-005","F-043",1,0,NA,NA,NA,NA,NA,2000-09-12
"F-066",2,"F",1999-09-12,"F-005","F-005","F-043",2,0,NA,NA,NA,NA,NA,2000-02-12
"F-067",1,"F",1999-10-12,"F-051","F-051","M-046",1,0,NA,NA,NA,NA,NA,2000-10-12
"F-068",1,"F",1999-11-12,"F-050","F-050","M-046",1,0,NA,NA,NA,NA,NA,2000-04-12
"F-069",2,"F",1999-11-12,"F-050","F-050","M-046",2,0,NA,NA,NA,NA,NA,2000-04-12
"F-070",1,"F",2000-12-12,"F-047","F-047","A-045",1,0,NA,NA,NA,NA,NA,2006-02-12
"F-071",2,"F",2000-12-12,"F-047","F-047","A-045",2,0,NA,NA,NA,NA,NA,2002-02-12
"F-072",1,"F",2001-01-12,"F-062","F-062","A-135",1,0,NA,NA,NA,NA,NA,2008-04-12
"F-073",1,"F",2001-01-12,"F-008","F-008","A-045",1,0,NA,NA,NA,NA,NA,2015-06-12
"F-074",1,"F",2001-02-12,"F-051","F-051","M-046",1,0,NA,NA,NA,NA,NA,2001-12-12
"F-075",1,"F",2001-03-12,"F-050","F-050","M-046",1,0,NA,NA,NA,NA,NA,2007-07-12
"F-076",1,"F",2001-05-12,"F-054","F-054","A-135",1,0,NA,NA,NA,NA,NA,2016-09-12
"F-077",1,"F",2001-05-12,"F-054","F-054","A-135",2,0,NA,NA,NA,NA,NA,2001-11-12
"F-078",1,"F",2001-06-12,"F-056","F-056","A-135",1,0,NA,NA,NA,NA,NA,2013-10-12
"F-079",2,"F",2002-01-12,"F-053","F-053","A-135",1,0,NA,NA,NA,NA,NA,2004-10-12
"F-080",1,"F",2002-01-12,"F-053","F-053","A-135",2,0,NA,NA,NA,NA,NA,2008-10-12
"F-081",1,"F",2002-02-12,"F-062","F-062","A-135",1,0,NA,NA,NA,NA,NA,2015-04-12
"F-082",1,"F",2002-03-12,"F-056","F-056","A-135",1,0,NA,NA,NA,NA,NA,2003-02-12
"F-083",2,"F",2002-04-12,"F-052","F-052","M-046",1,0,NA,NA,NA,NA,NA,2005-03-12
"F-084",1,"F",2002-04-12,"F-052","F-052","M-046",2,0,NA,NA,NA,NA,NA,2011-11-12
"F-085",1,"F",2002-04-12,"F-008","F-008","A-045",1,0,NA,NA,NA,NA,NA,2008-11-12
"F-086",1,"F",2002-04-12,"F-008","F-008","A-045",2,0,NA,NA,NA,NA,NA,2002-10-12
"F-087",1,"F",2002-06-12,"F-051","F-051","M-046",1,0,NA,NA,NA,NA,NA,2004-12-12
"F-088",1,"F",2002-08-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2014-03-12
"F-089",1,"F",2002-08-12,"F-064","F-064","E-090",2,0,NA,NA,NA,NA,NA,2006-02-12
"F-090",1,"F",2002-08-12,"F-062","F-062","A-135",1,0,NA,NA,NA,NA,NA,2003-05-12
"F-091",1,"F",2002-08-12,"F-047","F-047","A-045",1,0,NA,NA,NA,NA,NA,2018-02-12
"F-092",2,"F",2002-08-12,"F-047","F-047","A-045",2,0,NA,NA,NA,NA,NA,2008-03-12
"F-093",2,"F",2002-09-12,"F-055","F-055","A-135",1,0,NA,NA,NA,NA,NA,2006-08-12
"F-094",1,"F",2002-11-12,"F-056","F-056","A-135",1,0,NA,NA,NA,NA,NA,2006-05-12
"F-095",1,"F",2002-11-12,"F-054","F-054","A-135",1,0,NA,NA,NA,NA,NA,2006-06-12
"F-096",1,"F",2002-11-12,"F-050","F-050","M-046",1,0,NA,NA,NA,NA,NA,2012-07-12
"F-097",1,"F",2003-05-12,"F-008","F-008","A-045",1,0,NA,NA,NA,NA,NA,2011-10-12
"F-098",2,"F",2003-07-12,"F-062","F-062","A-135",1,0,NA,NA,NA,NA,NA,2006-07-12
"F-099",1,"F",2003-10-12,"F-056","F-056","A-135",1,0,NA,NA,NA,NA,NA,2013-08-12
"F-100",2,"F",2003-10-12,"F-056","F-056","A-135",2,0,NA,NA,NA,NA,NA,2008-08-12
"F-101",1,"F",2003-10-12,"F-053","F-053","A-135",1,0,NA,NA,NA,NA,NA,2020-10-12
"F-102",2,"F",2003-10-12,"F-053","F-053","A-135",2,0,NA,NA,NA,NA,NA,2005-08-12
"F-103",1,"F",2003-11-12,"F-055","F-055","A-135",1,0,NA,NA,NA,NA,NA,2011-08-12
"F-104",2,"F",2004-01-12,"F-047","F-047","A-045",1,0,NA,NA,NA,NA,NA,2009-09-12
"F-105",2,"F",2004-01-12,"F-047","F-047","A-045",2,0,NA,NA,NA,NA,NA,2005-07-12
"F-106",2,"F",2004-01-12,"F-054","F-054","A-135",1,0,NA,NA,NA,NA,NA,2005-02-12
"F-107",1,"F",2004-01-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2006-09-12
"F-108",2,"F",2004-01-12,"F-052","F-052","A-135",1,0,NA,NA,NA,NA,NA,2006-02-12
"F-109",2,"F",2004-03-12,"F-050","F-050","A-135",1,0,NA,NA,NA,NA,NA,2005-03-12
"F-110",1,"F",2004-05-12,"F-079","F-079","A-175",1,0,NA,NA,NA,NA,NA,2005-06-12
"F-111",2,"F",2004-05-12,"F-083","F-083","S-070",1,0,NA,NA,NA,NA,NA,2011-11-12
"F-112",1,"F",2004-07-12,"F-062","F-062","A-135",1,0,NA,NA,NA,NA,NA,2006-08-12
"F-113",1,"F",2004-08-12,"F-008","F-008","A-135",1,0,NA,NA,NA,NA,NA,2015-02-12
"F-114",2,"F",2004-08-12,"F-008","F-008","A-135",2,0,NA,NA,NA,NA,NA,2005-10-12
"F-115",1,"F",2005-01-12,"F-056","F-056","A-135",1,0,NA,NA,NA,NA,NA,2007-11-12
"F-116",2,"F",2005-01-12,"F-083","F-083","S-070",1,0,NA,NA,NA,NA,NA,2006-09-12
"F-117",2,"F",2005-04-12,"F-047","F-047","A-135",1,0,NA,NA,NA,NA,NA,2021-07-12
"F-118",2,"F",2005-05-12,"F-008","F-008","A-135",1,0,NA,NA,NA,NA,NA,2020-03-12
"F-119",2,"F",2005-05-12,"F-008","F-008","A-135",2,0,NA,NA,NA,NA,NA,2006-08-12
"F-120",2,"F",2005-07-12,"F-055","F-055","E-090",1,0,NA,NA,NA,NA,NA,2006-07-12
"F-121",2,"F",2005-07-12,"F-050","F-050","E-090",1,0,NA,NA,NA,NA,NA,2006-01-12
"F-122",1,"F",2005-08-12,"F-093","F-093","A-206",1,0,NA,NA,NA,NA,NA,2007-04-12
"F-123",1,"F",2005-09-12,"F-098","F-098","L-159",1,0,NA,NA,NA,NA,NA,2016-11-12
"F-124",2,"F",2005-09-12,"F-098","F-098","L-159",2,0,NA,NA,NA,NA,NA,2013-10-12
"F-125",2,"F",2005-10-12,"F-054","F-054","E-090",1,0,NA,NA,NA,NA,NA,2008-05-12
"F-126",2,"F",2005-10-12,"F-054","F-054","E-090",2,0,NA,NA,NA,NA,NA,2007-12-12
"F-127",2,"F",2005-12-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2019-08-12
"F-128",1,"F",2005-12-12,"F-064","F-064","E-090",2,0,NA,NA,NA,NA,NA,2007-03-12
"F-129",2,"F",2006-01-12,"F-108","F-108","T-112",1,0,NA,NA,NA,NA,NA,2007-09-12
"F-130",2,"F",2006-04-12,"F-092","F-092","A-195",1,0,NA,NA,NA,NA,NA,2012-01-12
"F-131",1,"F",2006-05-12,"F-062","F-062","E-090",1,0,NA,NA,NA,NA,NA,2007-11-12
"F-132",2,"F",2006-05-12,"F-062","F-062","E-090",2,0,NA,NA,NA,NA,NA,2009-06-12
"F-133",2,"F",2006-06-12,"F-100","F-100","A-224",1,0,NA,NA,NA,NA,NA,2014-08-12
"F-134",2,"F",2006-08-12,"F-055","F-055","E-090",1,0,NA,NA,NA,NA,NA,2010-06-12
"F-135",1,"F",2006-10-12,"F-050","F-050","E-090",1,0,NA,NA,NA,NA,NA,2015-07-12
"F-136",2,"F",2006-11-12,"F-104","F-104","T-112",1,0,NA,NA,NA,NA,NA,2013-05-12
"F-137",2,"F",2006-12-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2019-09-12
"F-138",1,"F",2006-12-12,"F-056","F-056","E-090",2,0,NA,NA,NA,NA,NA,2007-05-12
"F-139",1,"F",2007-03-12,"F-047","F-047","E-090",1,0,NA,NA,NA,NA,NA,2007-11-12
"F-140",2,"F",2007-03-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2016-06-12
"F-141",2,"F",2007-03-12,"F-064","F-064","E-090",2,0,NA,NA,NA,NA,NA,2018-03-12
"F-142",1,"F",2007-06-12,"F-062","F-062","E-090",1,0,NA,NA,NA,NA,NA,2009-05-12
"F-143",1,"F",2007-06-12,"F-092","F-092","A-195",1,0,NA,NA,NA,NA,NA,2022-12-12
"F-144",2,"F",2007-07-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2008-08-12
"F-145",1,"F",2007-07-12,"F-056","F-056","E-090",2,0,NA,NA,NA,NA,NA,2018-12-12
"F-146",2,"F",2007-07-12,"F-100","F-100","A-224",1,0,NA,NA,NA,NA,NA,2018-04-12
"F-147",1,"F",2007-10-12,"F-104","F-104","T-112",1,0,NA,NA,NA,NA,NA,2018-05-12
"F-148",1,"F",2007-12-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2016-01-12
"F-149",2,"F",2008-04-12,"F-111","F-111","T-112",1,0,NA,NA,NA,NA,NA,2010-08-12
"F-150",2,"F",2008-06-12,"F-132","F-132","S-111",1,0,NA,NA,NA,NA,NA,2015-09-12
"F-151",2,"F",2008-09-12,"F-050","F-050","E-090",1,0,NA,NA,NA,NA,NA,2013-08-12
"F-152",1,"F",2008-09-12,"F-050","F-050","E-090",2,0,NA,NA,NA,NA,NA,2022-12-12
"F-153",2,"F",2008-11-12,"F-130","F-130","S-111",1,0,NA,NA,NA,NA,NA,2018-05-12
"F-154",2,"F",2009-02-12,"F-134","F-134","S-120",1,0,NA,NA,NA,NA,NA,2010-12-12
"F-155",2,"F",2009-02-12,"F-104","F-104","T-112",1,0,NA,NA,NA,NA,NA,2013-11-12
"F-156",1,"F",2009-03-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2014-02-12
"F-157",2,"F",2009-03-12,"F-056","F-056","E-090",2,0,NA,NA,NA,NA,NA,2019-07-12
"F-158",1,"F",2009-04-12,"F-136","F-136","S-120",1,0,NA,NA,NA,NA,NA,2020-09-12
"F-159",1,"F",2009-04-12,"F-136","F-136","S-120",2,0,NA,NA,NA,NA,NA,2010-06-12
"F-160",1,"F",2009-04-12,"F-141","F-141","S-120",1,0,NA,NA,NA,NA,NA,2013-06-12
"F-161",2,"F",2009-04-12,"F-141","F-141","S-120",2,0,NA,NA,NA,NA,NA,2011-03-12
"F-162",2,"F",2009-05-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2016-11-12
"F-163",2,"F",2009-06-12,"F-132","F-132","S-120",1,0,NA,NA,NA,NA,NA,2017-05-12
"F-164",1,"F",2009-06-12,"F-111","F-111","T-112",1,0,NA,NA,NA,NA,NA,2010-12-12
"F-165",1,"F",2009-07-12,"F-050","F-050","E-090",1,0,NA,NA,NA,NA,NA,2022-12-12
"F-166",1,"F",2009-09-12,"F-124","F-124","S-120",1,0,NA,NA,NA,NA,NA,2012-01-12
"F-167",1,"F",2009-11-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2019-12-12
"F-168",2,"F",2009-12-12,"F-146","F-146","A-305",1,0,NA,NA,NA,NA,NA,2011-04-12
"F-169",2,"F",2010-02-12,"F-117","F-117","S-120",1,0,NA,NA,NA,NA,NA,2012-07-12
"F-170",2,"F",2010-04-12,"F-141","F-141","S-120",1,0,NA,NA,NA,NA,NA,2011-05-12
"F-171",2,"F",2010-06-12,"F-127","F-127","S-120",1,0,NA,NA,NA,NA,NA,2020-06-12
"F-172",2,"F",2010-06-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2014-08-12
"F-173",2,"F",2010-07-12,"F-137","F-137","S-120",1,0,NA,NA,NA,NA,NA,2014-01-12
"F-174",2,"F",2010-07-12,"F-136","F-136","S-120",1,0,NA,NA,NA,NA,NA,2012-06-12
"F-175",1,"F",2010-08-12,"F-130","F-130","S-120",1,0,NA,NA,NA,NA,NA,2012-12-12
"F-176",2,"F",2010-09-12,"F-064","F-064","E-090",1,0,NA,NA,NA,NA,NA,2014-07-12
"F-177",1,"F",2010-09-12,"F-064","F-064","E-090",2,0,NA,NA,NA,NA,NA,2011-06-12
"F-178",1,"F",2010-09-12,"F-111","F-111","T-112",1,0,NA,NA,NA,NA,NA,2022-12-12
"F-179",2,"F",2010-10-12,"F-118","F-118","S-120",1,0,NA,NA,NA,NA,NA,2016-09-12
"F-180",1,"F",2010-11-12,"F-050","F-050","E-090",1,0,NA,NA,NA,NA,NA,2022-12-12
"F-181",2,"F",2010-12-12,"F-146","F-146","A-305",1,0,NA,NA,NA,NA,NA,2014-01-12
"F-182",1,"F",2011-01-12,"F-124","F-124","S-120",1,0,NA,NA,NA,NA,NA,2012-12-12
"F-183",2,"F",2011-01-12,"F-124","F-124","S-120",2,0,NA,NA,NA,NA,NA,2012-11-12
"F-184",1,"F",2011-02-12,"F-150","F-150","M-278",1,0,NA,NA,NA,NA,NA,2012-01-12
"F-185",1,"F",2011-02-12,"F-117","F-117","S-120",1,0,NA,NA,NA,NA,NA,2017-01-12
"F-186",2,"F",2011-02-12,"F-117","F-117","S-120",2,0,NA,NA,NA,NA,NA,2013-07-12
"F-187",2,"F",2011-03-12,"F-155","F-155","M-287",1,0,NA,NA,NA,NA,NA,2013-01-12
"F-188",1,"F",2011-05-12,"F-133","F-133","S-120",1,0,NA,NA,NA,NA,NA,2016-07-12
"F-189",1,"F",2011-05-12,"F-141","F-141","S-120",1,0,NA,NA,NA,NA,NA,2013-04-12
"F-190",1,"F",2011-08-12,"F-130","F-130","S-120",1,0,NA,NA,NA,NA,NA,2012-04-12
"F-191",2,"F",2011-09-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2014-05-12
"F-192",1,"F",2011-09-12,"F-137","F-137","S-120",1,0,NA,NA,NA,NA,NA,2013-05-12
"F-193",1,"F",2011-09-12,"F-137","F-137","S-120",2,0,NA,NA,NA,NA,NA,2013-08-12
"F-194",1,"F",2011-09-12,"F-050","F-050","E-090",1,0,NA,NA,NA,NA,NA,2012-04-12
"F-195",1,"F",2011-09-12,"F-127","F-127","S-120",1,0,NA,NA,NA,NA,NA,2012-03-12
"F-196",2,"F",2011-11-12,"F-153","F-153","A-331",1,0,NA,NA,NA,NA,NA,2016-06-12
"F-197",2,"F",2011-11-12,"F-118","F-118","S-120",1,0,NA,NA,NA,NA,NA,2013-04-12
"F-198",1,"F",2012-01-12,"F-146","F-146","A-305",1,0,NA,NA,NA,NA,NA,2022-12-12
"F-199",2,"F",2012-01-12,"F-146","F-146","A-305",2,0,NA,NA,NA,NA,NA,2014-04-12
"F-200",1,"F",2012-01-12,"F-141","F-141","S-120",1,0,NA,NA,NA,NA,NA,2015-05-12
"F-201",1,"F",2012-02-12,"F-124","F-124","S-120",1,0,NA,NA,NA,NA,NA,2013-02-12
"F-202",2,"F",2012-04-12,"F-163","F-163","N-206",1,0,NA,NA,NA,NA,NA,2012-11-12
"F-203",1,"F",2012-05-12,"F-136","F-136","S-120",1,0,NA,NA,NA,NA,NA,2015-09-12
"F-204",2,"F",2012-05-12,"F-127","F-127","S-120",1,0,NA,NA,NA,NA,NA,2012-10-12
"F-205",1,"F",2012-05-12,"F-127","F-127","S-120",2,0,NA,NA,NA,NA,NA,2013-03-12
"F-206",2,"F",2012-06-12,"F-172","F-172","N-247",1,0,NA,NA,NA,NA,NA,2017-08-12
"F-207",2,"F",2012-07-12,"F-056","F-056","E-090",1,0,NA,NA,NA,NA,NA,2021-07-12
"F-208",1,"F",2012-07-12,"F-056","F-056","E-090",2,0,NA,NA,NA,NA,NA,2022-12-12
"F-209",2,"F",2012-08-12,"F-157","F-157","M-287",1,0,NA,NA,NA,NA,NA,2013-10-12
"F-210",2,"F",2012-08-12,"F-133","F-133","S-120",1,0,NA,NA,NA,NA,NA,2013-02-12
"F-211",1,"F",2012-08-12,"F-133","F-133","S-120",2,0,NA,NA,NA,NA,NA,2022-12-12
"F-212",2,"F",2012-08-12,"F-117","F-117","S-120",1,0,NA,NA,NA,NA,NA,2021-05-12
